,review,date,stars,location,en
816,"Moc krásná! Tvořím Polsko a přemýšlím o tomhle: Hmm, na fotkách je to dobré, ale ve skutečnosti?""!",před 4 lety,5 hvězdiček,Pálava,"Very beautiful!I create Poland and think about this: Hmm, it's good in the photos, but actually? ""!"
817,"Krásné místo. Spousta výhledů a přírody. Cyklistika, turistika a vodní sporty na jednom místě. Velmi dobrá réva v mnoha malých vesnicích všude kolem.",před rokem,4 hvězdičky,Pálava,"Beautiful place.Lots of views and nature.Cycling, hiking and water sports in one place.Very good vines in many small villages all around."
818,"Naprosto krásný výhled na horu, stejně jako dolů na několik vesnic. K návštěvě jsou kaple, kostely atd",před 7 lety,5 hvězdiček,Pálava,"Absolutely beautiful view of the mountain, as well as down the few villages.There are chapels, churches etc to visit"
819,Rozhodně stojí za návštěvu. Česká republika si zaslouží....zaslouží si hodně. Zamilovala jsem se do něj.,před 5 lety,5 hvězdiček,Pálava,It is definitely worth a visit.The Czech Republic deserves .... deserves a lot.I fell in love with him.
820,Jedinečná země.,před 4 lety,5 hvězdiček,Pálava,A unique country.
821,Krásné ubytování parádní apartmány všechno bylo super cítili jsme se tam všichni velmi dobře Uděluji 5 hvězdiček,před 7 lety,5 hvězdiček,Pálava,Beautiful accommodation great apartments everything was great we felt there all very well I am awarding 5 stars
822,Krásný vinařský kraj s možnostmi jízdy na kole.,před 5 lety,5 hvězdiček,Pálava,Beautiful wine region with cycling options.
823,"Nádherná vinařská oblast, milí lidé, výborné víno, spousta míst navštívení",před 4 lety,4 hvězdičky,Pálava,"Beautiful wine region, dear people, excellent wine, lots of places of visits"
824,Výborná příležitost pro pěší turistiku.,před 2 lety,5 hvězdiček,Pálava,Excellent opportunity for hiking.
825,Krásné vinice a vesnice,před 4 lety,5 hvězdiček,Pálava,Beautiful vineyards and villages
826,Skvělé místo. Stojí to za návštěvu. Víkendový útěk a pár prohlídek.,před 4 lety,5 hvězdiček,Pálava,Great place.It's worth a visit.Weekend escape and a few tours.
827,Bohužel v dešti... Místo na slunci je bezesporu skvělé.,před rokem,5 hvězdiček,Pálava,Unfortunately in the rain ... the place in the sun is undoubtedly great.
828,"Krásné místo. Velmi velká plocha! Je na co koukat, i když takové procházky nemám moc rád.",před rokem,5 hvězdiček,Pálava,"Beautiful place.Very large area!There is a lot to watch, although I don't like such walks very much."
829,"Miluji Pálavské vrchy, skvělé výhledy z vrcholu, skvělé na pěší výlety z Pavlova do Mikulova a zpět.",před 5 lety,5 hvězdiček,Pálava,"I love Pálava Hills, great views from the summit, great for hiking trips from Pavlov to Mikulov and back."
830,"Jedno z mých oblíbených měst v Evropě, ale zlí místní policajti vás pokutují za nelegální parkování, ačkoli není kde stát!",před 4 lety,5 hvězdiček,Pálava,"One of my favorite cities in Europe, but bad local cops are fined for illegal parking, although there is no place to stand!"
831,Můžete sem chodit věčnost a vždy něco najdete nového.,před 3 lety,5 hvězdiček,Pálava,You can come here eternity and you always find something new.
832,Velmi velký přírodní park,před 6 lety,5 hvězdiček,Pálava,A very large natural park
833,"Pěkné a přátelské místo k odpočinku. Chutná restaurace, dobré ceny za ubytování pro lidi na dlouhé trase.",před 6 lety,5 hvězdiček,Pálava,"Nice and friendly place to rest.Tasting restaurant, good prices for accommodation for people on long route."
834,Kouzelné místo. Jistě stojí za návštěvu.,před 6 lety,5 hvězdiček,Pálava,Magical place.It is certainly worth a visit.
835,"Úžasné místo, které mi přirostlo k srdci.",před 7 lety,5 hvězdiček,Pálava,Amazing place that has grown to my heart.
836,Skvělé kolo a dobrý Winko,před 4 lety,5 hvězdiček,Pálava,Great bike and good winko
837,historie moravských vín,před 7 lety,5 hvězdiček,Pálava,the history of Moravian wines
838,"Nádherné jídlo, placek v maďarském stylu, Mohutný smažený topper pro vysoké lidi a ty, kteří prostě rádi jedí)",před 6 lety,5 hvězdiček,Pálava,"Beautiful food, Hungarian -style pancake, massive fried topper for tall people and those who just like to eat)"
839,Krajina je docela pěkná. Nádrž ale není zrovna ideální ke koupání.,před 2 lety,5 hvězdiček,Pálava,The landscape is quite nice.But the tank is not exactly ideal for bathing.
840,"Skvělá kuchyně, skvělé víno, krásný kraj, vždy se sem rádi vracíme...",před 4 lety,2 hvězdičky,Pálava,"Great cuisine, great wine, beautiful region, we always like to come back ..."
841,"Nádherná a úžasná příroda, krásné procházky a spousty míst k navštívení.",před 7 lety,5 hvězdiček,Pálava,"Beautiful and amazing nature, beautiful walks and many places to visit."
842,Dnes je cesta na křižovatce...,před 6 lety,5 hvězdiček,Pálava,Today is the way at the intersection ...
843,"Vinice, kopce. Krásné místo :)",před 6 lety,5 hvězdiček,Pálava,"Vineyard, hills.Beautiful place :)"
844,Pocit,před 6 lety,5 hvězdiček,Pálava,Feeling
845,Skvělé místo. Nádherná promenáda podél moře. Staré město s krásnými budovami. doporučuji,před 4 lety,5 hvězdiček,Pálava,Great place.Beautiful promenade along the sea.Old town with beautiful buildings.I recommend
846,Úžasná země,před 4 lety,5 hvězdiček,Pálava,Amazing country
847,Super na turistiku dobré vínko krásné ženy,před 6 lety,5 hvězdiček,Pálava,Super on hiking good wine beautiful women
848,"Krásné výhledy na zpáteční cestě z Chorvatska do Polska, stojí za to se pokochat",před 7 lety,5 hvězdiček,Pálava,"Beautiful views of the return journey from Croatia to Poland, it is worth to enjoy"
849,Doporučuji.,před 2 lety,5 hvězdiček,Pálava,I recommend.
850,"Pálava je moje oblíbené místo na Moravě. Krásné výhledy, hrady a skvělé víno.",před 5 lety,5 hvězdiček,Pálava,"Pálava is my favorite place in Moravia.Beautiful views, castles and great wine."
851,Třeba navštívit znovu. Krásné místo,před 7 lety,5 hvězdiček,Pálava,Maybe visit again.Beautiful place
852,"Krásná země, krásní lidé",před 5 lety,4 hvězdičky,Pálava,"Beautiful land, beautiful people"
853,"Skvělé místo k návštěvě, ochutnat místní vína a užít si zajímavé přírodní scenérie",před 6 lety,5 hvězdiček,Pálava,"Great place to visit, taste local wines and enjoy interesting natural scenery"
854,Krásné místo. Milujte to tady...,před rokem,5 hvězdiček,Pálava,Beautiful place.Love it here ...
855,"Krásné místo nedaleko rakouských hranic. Mnoho turistů, stojí za to navštívit Mikulov",před 2 lety,5 hvězdiček,Pálava,Beautiful place near the Austrian border.Many tourists are worth visiting Mikulov
856,"Pálavu miluji, je to skvělé místo s příjemnými lidmi. Také pálavské víno považuji za nejlepší, jaké jsem kdy vyzkoušel!",před 6 lety,5 hvězdiček,Pálava,"I love Pálava, it's a great place with pleasant people.I also consider Pálava wine to be the best I've ever tried!"
857,Hezké město na několikahodinový výlet v okolí Mikulova,před 5 lety,4 hvězdičky,Pálava,Nice city for several hours trip around Mikulov
858,"S autem jsme jen projížděli, ale zdálo se nám to jako hodnotné místo, které bychom si měli zopakovat",před 7 lety,5 hvězdiček,Pálava,"We just drove with the car, but it seemed like a valuable place we should repeat"
859,Nádherná země,před 6 lety,5 hvězdiček,Pálava,Beautiful country
860,Fantastický a krásný výhled z několika teras kolem středověkého zámku Mikulov.,před 6 lety,5 hvězdiček,Pálava,Fantastic and beautiful view from several terraces around the medieval castle Mikulov.
861,Nádherný kraj moje srdcovka,před 5 lety,5 hvězdiček,Pálava,Wonderful County My Heart
862,"Rychlá nakládka, potřeba vybalit dvě strany Ale hodina a odjezd",před 6 lety,5 hvězdiček,Pálava,"Fast loading, need to unpack two sides but an hour and departure"
863,"Tento kraj stojí za to vidět, zvláště pro ty, kteří mají rádi dobrá vína",před rokem,5 hvězdiček,Pálava,"This region is worth seeing, especially for those who like good wines"
864,Nadherná domovina,před rokem,5 hvězdiček,Pálava,Gonna
865,Srdcovka. Těším se tam každý rok.,před 2 lety,5 hvězdiček,Pálava,Srdcovka.I look forward to every year.
866,"Krásná část Moravy. S krásnými dívkami, výborným jídlem a skvělým vínem.",před 7 lety,5 hvězdiček,Pálava,"Beautiful part of Moravia.With beautiful girls, excellent food and great wine."
867,"Velké, pěkné parkoviště🅿 s WC, sprchou, pračkou👌 …",před 4 lety,5 hvězdiček,Pálava,"Large, nice parking🅿 with toilet, shower, washing machine…"
868,Výborný relax,před 5 lety,5 hvězdiček,Pálava,Great relaxation
869,"Krásná oblast, plná vinic a skvělých lidí.",před 6 lety,5 hvězdiček,Pálava,"Beautiful area, full of vineyards and great people."
870,Hezké místo vhodně milovníky vina a na přenocování.,před 3 lety,4 hvězdičky,Pálava,Nice place appropriately lovers of guilt and overnight.
871,"Krásná oblast plná vinic, skvělé víno, úžasné výhledy z kopců. Důrazně doporučujeme vidět!",před 6 lety,5 hvězdiček,Pálava,"Beautiful area full of vineyards, great wine, amazing views from hills.We strongly recommend to see!"
872,"Velmi pěkný krajinářský park. Krásný kopcovitý terén, lesy, jezera :-)",před 7 lety,5 hvězdiček,Pálava,"Very nice landscape park.Beautiful hilly terrain, forests, lakes :-)"
873,Super náročný kopec na kole 🤦🏼‍♂️😁 …,před 6 lety,5 hvězdiček,Pálava,Super demanding bike hill 🤦🏼️😁…
874,V takovém bezcelním obchodě by to mělo být o něco levnější.,před 5 lety,5 hvězdiček,Pálava,"In such a duty -free shop, it should be a little cheaper."
875,Krásná vinařská oblast s hustě rozesetými sklepy s dobrým bílým vínem.,před 6 lety,4 hvězdičky,Pálava,Beautiful wine area with densely scattered cellars with good white wine.
876,"Velmi krásná památka architektury a historie, kterou doporučuji navštívit.",před 3 lety,5 hvězdiček,Pálava,"Very beautiful monument of architecture and history, which I recommend to visit."
877,Podle mého názoru nejlepší zmrzlina v Udine,před 5 lety,1 hvězdička,Pálava,In my opinion the best ice cream in Udine
878,"Velmi pěkná upravená oblast, ale musíte tam být, abyste to viděli.",před 5 lety,4 hvězdičky,Pálava,"Very nice modified area, but you have to be there to see it."
879,"Krásné turistické stezky a nádherné výhledy, pohled na jadernou elektrárnu Dukovany je méně krásný.",před 6 lety,5 hvězdiček,Pálava,"Beautiful hiking trails and beautiful views, view of the Dukovany nuclear power plant is less beautiful."
880,"Je těžké hodnotit tuto oblast při pouhém průjezdu, ale krajina vypadá skvěle.",před 2 lety,5 hvězdiček,Pálava,"It is difficult to evaluate this area at mere passage, but the landscape looks great."
881,místo v určitém úhlu vypadá jako odlehlá pláž bez přílivu Mork. Kouzelný kousek přírody a krajiny,před 5 lety,4 hvězdičky,Pálava,The place at a certain angle looks like a remote beach without the tide Mork.A magical piece of nature and landscape
882,"krásný areál, je co obdivovat celý týden...a to víno, mňam ;)",před 4 lety,5 hvězdiček,Pálava,"Beautiful area, there is something to admire all week ... and that wine, yummy;)"
883,Doporučuji toto krásné místo všem,před 6 lety,5 hvězdiček,Pálava,I recommend this beautiful place to all
884,Chladné místo,před 7 lety,5 hvězdiček,Pálava,Cool place
885,"TOP místo! Naprosta senzace. Nadherná krajina,mili lidi. Určitě se vrátím.",před 6 lety,5 hvězdiček,Pálava,"Top place!Total sensation.Overname landscape, million people.I'm sure I'll go back."
